number,incident_state,knowledge,vendor,product,country,summary
INC0004942,New,True,Sapphire,BlueJay,Philippines,"Incident INC0004942 was opened on March 9, 2016, with a medium impact and urgency, resulting in a moderate priority level. The incident involved the Sapphire vendor and their BlueJay product in the Philippines. The issue met the SLA, was resolved on March 14, and closed on March 24, 2016. Knowledge documentation was created for this incident."
INC0003137,Active,True,Emerald,Turtle,Denmark,"Incident INC0003137, related to the Turtle product from vendor Emerald in Denmark, was opened on 7/3/2016 at 09:18 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 16/3/2016 at 10:25, and closed on 24/3/2016 at 18:59. The ticket remains active and includes knowledge documentation."
INC0014533,Resolved,False,Sapphire,BlueJay,Nigeria,"Incident INC0014533, related to the Sapphire BlueJay product in Nigeria, was classified with medium impact and urgency, and moderate priority. It was opened on April 4, 2016, and resolved by April 6, 2016, meeting the SLA. The incident was subsequently closed on April 11, 2016. Knowledge documentation was not created."
INC0005814,New,False,Emerald,Turtle,South Korea,"Incident INC0005814 was opened on 11/3/2016 with medium impact and urgency, classified as moderate priority. The issue involved the Turtle product from vendor Emerald in South Korea. The incident met the SLA, was resolved on 16/3/2016, and closed on 24/3/2016."
INC0006176,Active,False,Emerald,Boa,Poland,"Incident INC0006176, related to the Boa product from vendor Emerald in Poland, was opened on 11/3/2016 at 16:14 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved the same day at 17:44, and was closed on 16/3/2016 at 19:17. The incident is currently marked as Active."
INC0028155,Resolved,False,Ruby,Fox,Egypt,"Incident INC0028155, involving the Ruby vendor's Fox product in Egypt, was opened on 11/5/2016 with a medium impact and urgency, assigned a moderate priority. The incident was resolved on 16/5/2016, met the SLA, and was closed on 21/5/2016."
INC0018976,Closed,False,Emerald,Boa,Belgium,"Incident INC0018976, related to the Boa product by vendor Emerald in Belgium, was opened on 14/4/2016 at 08:37 with medium impact and urgency, and a moderate priority. The incident was resolved on the same day at 09:23, met its SLA, and was closed on 19/4/2016. Knowledge documentation was not created."
INC0008927,Closed,False,Sapphire,Peacock,Romania,"Incident INC0008927, involving the Peacock product from vendor Sapphire in Romania, was opened on 18/03/2016 and closed on 02/04/2016. It had a medium impact and urgency, resulting in a moderate priority. The incident was resolved by 28/03/2016 but did not meet the SLA and was closed without associated knowledge documentation."
INC0015279,Active,False,Sapphire,Glaucus,Ukraine,"Incident INC0015279, related to the Glaucus product from vendor Sapphire in Ukraine, was opened on 5/4/2016 at 09:05 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 7/4/2016 at 18:06, and closed on 12/4/2016 at 18:59. The incident remains active, and no knowledge article was created."
INC0021922,New,False,Emerald,Turtle,Saudi Arabia,"Incident INC0021922, with medium impact and urgency, was opened on 23/4/2016 in Saudi Arabia for the product Turtle by vendor Emerald. The incident was resolved on 25/4/2016 and closed on 30/4/2016, meeting the SLA requirements. The priority was moderate, and no knowledge article was created. The current state is New."
INC0007991,Resolved,False,Sapphire,Peacock,United States,"Incident INC0007991, involving the Peacock product from vendor Sapphire in the United States, was opened on 16/03/2016 at 17:38 with medium impact and urgency, and moderate priority. The incident was resolved promptly by 17:52 the same day, meeting the SLA, and was subsequently closed on 24/03/2016. The incident state is resolved, and no knowledge article was created."
INC0003140,Active,True,Ruby,Ant,South Korea,"Incident INC0003140, related to the Ruby vendor's Ant product in South Korea, was opened on 7/3/2016 at 09:19 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved on 21/3/2016 at 11:07, and closed on 26/3/2016 at 11:59. It is currently marked as active and includes documented knowledge."
INC0022024,Active,False,Ruby,Shrimp,Germany,"Incident INC0022024 is currently active with a medium impact and urgency, classified as moderate priority. It was opened on 25/4/2016 at 06:57 and resolved quickly by 06:59 the same day, meeting the SLA. The incident was closed on 30/4/2016 at 07:07. The affected product is Shrimp from the vendor Ruby, located in Germany. No knowledge article was created."
INC0006435,New,False,Emerald,Turtle,Finland,"Incident INC0006435, related to the Turtle product from vendor Emerald in Finland, was opened on 14/03/2016 with medium impact and urgency, and moderate priority. The incident met its SLA, was resolved on 17/03/2016, and closed on 24/03/2016. The incident is currently in a New state and has no associated knowledge article."
INC0012427,New,False,Sapphire,BlueTang,Italy,"Incident INC0012427, related to the BlueTang product from vendor Sapphire in Italy, was opened on 29/3/2016 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved by 1/4/2016, and closed on 6/4/2016. The incident is currently in a new state, and no knowledge article was created."
INC0007176,Awaiting User Info,False,Emerald,Boa,Japan,"Incident INC0007176, related to the product Boa from vendor Emerald in Japan, was opened on 15/03/2016 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA but is currently awaiting user information. It was resolved on 23/05/2016 and closed on 28/05/2016."
INC0004728,Active,True,Ruby,LadyBug,Kenya,"Incident INC0004728 is currently active with a medium impact and urgency, classified as moderate priority. The incident was opened on March 9, 2016, and resolved on March 30, 2016, meeting the SLA. It was closed on April 4, 2016. The issue involves the Ruby vendor's LadyBug product in Kenya and has associated knowledge documentation."
INC0014902,Closed,False,Ruby,Shrimp,Portugal,"Incident INC0014902 related to the Ruby vendor's Shrimp product in Portugal was classified with medium impact and urgency, and moderate priority. It was opened on April 4, 2016, and resolved by April 5, 2016, meeting the SLA. The incident was closed on April 10, 2016, and no knowledge article was created."
INC0014749,Resolved,False,Ruby,LadyBug,Croatia,"Incident INC0014749, related to the LadyBug product by vendor Ruby in Croatia, was reported on 4/4/2016 at 10:21 with medium impact and urgency, and moderate priority. The incident was resolved on the same day at 10:29, meeting the SLA, and subsequently closed on 9/4/2016. The issue is now resolved."
INC0013914,Closed,False,Ruby,Ant,Netherlands,"Incident INC0013914, related to the Ruby vendor's Ant product in the Netherlands, was opened on April 1, 2016, and closed on April 12, 2016. It had a medium impact and urgency, with a moderate priority. The incident was resolved on April 7, 2016, but did not meet the SLA requirements. The case is now closed."
INC0022329,Closed,False,Emerald,Boa,Brazil,"Incident INC0022329, related to the Boa product by vendor Emerald in Brazil, was opened on 25/04/2016 at 13:12 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved the same day at 13:34, met the SLA, and was closed on 30/04/2016. No knowledge article was created."
INC0011805,Active,False,Ruby,LadyBug,Japan,"Incident INC0011805 was a high-impact, high-urgency, critical priority issue involving the LadyBug product by vendor Ruby in Japan. It was opened on 28/3/2016 at 10:16 and resolved the same day at 15:52, meeting the SLA. The incident was closed on 2/4/2016 at 15:59. Knowledge documentation was not created."
INC0005812,Resolved,False,Sapphire,Glaucus,Peru,"Incident INC0005812, related to the Sapphire product Glaucus in Peru, was opened on 11/3/2016 and resolved on 23/3/2016, with closure on 28/3/2016. The incident had medium impact and urgency, resulting in a moderate priority. The resolution met the service level agreement (SLA), and no knowledge article was created. The incident state is now resolved."
INC0005505,Awaiting User Info,True,Sapphire,Glaucus,Kenya,"Incident INC0005505, related to the Sapphire Glaucus product in Kenya, was opened on 10/3/2016 and resolved by 22/3/2016, then closed on 27/3/2016. It had a medium impact and urgency, with a moderate priority. The incident met its SLA and currently awaits user information. Knowledge resources are available for this case."
INC0011152,New,False,Sapphire,Peacock,United States,"Incident INC0011152 was opened on March 24, 2016, and involved the Peacock product from vendor Sapphire in the United States. The incident had a medium impact and urgency, with a moderate priority. It met the SLA, was resolved on April 15, 2016, and closed on April 20, 2016. The incident is currently in a new state and has no associated knowledge articles."
INC0026735,Active,False,Sapphire,Glaucus,Poland,"Incident INC0026735, related to the Sapphire Glaucus product in Poland, was opened on 6/5/2016 at 09:49 with a medium impact and urgency, and moderate priority. The incident met its SLA, was resolved the same day at 16:42, and subsequently closed on 11/5/2016. The incident remains active in the system with no associated knowledge article."
INC0020896,New,False,Ruby,Fox,United Kingdom,"Incident INC0020896 was opened on April 19, 2016, and marked as New with medium impact and urgency, resulting in a moderate priority. The issue involved the Ruby vendor’s Fox product in the United Kingdom. The incident met its SLA, was resolved on April 28, 2016, and closed on May 3, 2016. No knowledge article was created."
INC0023464,Closed,False,Ruby,LadyBug,China,"Incident INC0023464, related to the LadyBug product by vendor Ruby in China, was opened on 28/4/2016 and closed on 4/5/2016. With medium impact and urgency, it was assigned a moderate priority. The incident was resolved on 29/4/2016, met the SLA, and is now closed."
